letter,image_file,hand_label,detection_confidence,img_width,img_height,lm0_x_raw,lm0_y_raw,lm0_z_raw,lm1_x_raw,lm1_y_raw,lm1_z_raw,lm2_x_raw,lm2_y_raw,lm2_z_raw,lm3_x_raw,lm3_y_raw,lm3_z_raw,lm4_x_raw,lm4_y_raw,lm4_z_raw,lm5_x_raw,lm5_y_raw,lm5_z_raw,lm6_x_raw,lm6_y_raw,lm6_z_raw,lm7_x_raw,lm7_y_raw,lm7_z_raw,lm8_x_raw,lm8_y_raw,lm8_z_raw,lm9_x_raw,lm9_y_raw,lm9_z_raw,lm10_x_raw,lm10_y_raw,lm10_z_raw,lm11_x_raw,lm11_y_raw,lm11_z_raw,lm12_x_raw,lm12_y_raw,lm12_z_raw,lm13_x_raw,lm13_y_raw,lm13_z_raw,lm14_x_raw,lm14_y_raw,lm14_z_raw,lm15_x_raw,lm15_y_raw,lm15_z_raw,lm16_x_raw,lm16_y_raw,lm16_z_raw,lm17_x_raw,lm17_y_raw,lm17_z_raw,lm18_x_raw,lm18_y_raw,lm18_z_raw,lm19_x_raw,lm19_y_raw,lm19_z_raw,lm20_x_raw,lm20_y_raw,lm20_z_raw,lm0_x_norm,lm0_y_norm,lm0_z_norm,lm1_x_norm,lm1_y_norm,lm1_z_norm,lm2_x_norm,lm2_y_norm,lm2_z_norm,lm3_x_norm,lm3_y_norm,lm3_z_norm,lm4_x_norm,lm4_y_norm,lm4_z_norm,lm5_x_norm,lm5_y_norm,lm5_z_norm,lm6_x_norm,lm6_y_norm,lm6_z_norm,lm7_x_norm,lm7_y_norm,lm7_z_norm,lm8_x_norm,lm8_y_norm,lm8_z_norm,lm9_x_norm,lm9_y_norm,lm9_z_norm,lm10_x_norm,lm10_y_norm,lm10_z_norm,lm11_x_norm,lm11_y_norm,lm11_z_norm,lm12_x_norm,lm12_y_norm,lm12_z_norm,lm13_x_norm,lm13_y_norm,lm13_z_norm,lm14_x_norm,lm14_y_norm,lm14_z_norm,lm15_x_norm,lm15_y_norm,lm15_z_norm,lm16_x_norm,lm16_y_norm,lm16_z_norm,lm17_x_norm,lm17_y_norm,lm17_z_norm,lm18_x_norm,lm18_y_norm,lm18_z_norm,lm19_x_norm,lm19_y_norm,lm19_z_norm,lm20_x_norm,lm20_y_norm,lm20_z_norm,bone_0_1_dx,bone_0_1_dy,bone_0_1_dz,bone_1_2_dx,bone_1_2_dy,bone_1_2_dz,bone_2_3_dx,bone_2_3_dy,bone_2_3_dz,bone_3_4_dx,bone_3_4_dy,bone_3_4_dz,bone_0_5_dx,bone_0_5_dy,bone_0_5_dz,bone_5_6_dx,bone_5_6_dy,bone_5_6_dz,bone_6_7_dx,bone_6_7_dy,bone_6_7_dz,bone_7_8_dx,bone_7_8_dy,bone_7_8_dz,bone_0_9_dx,bone_0_9_dy,bone_0_9_dz,bone_9_10_dx,bone_9_10_dy,bone_9_10_dz,bone_10_11_dx,bone_10_11_dy,bone_10_11_dz,bone_11_12_dx,bone_11_12_dy,bone_11_12_dz,bone_0_13_dx,bone_0_13_dy,bone_0_13_dz,bone_13_14_dx,bone_13_14_dy,bone_13_14_dz,bone_14_15_dx,bone_14_15_dy,bone_14_15_dz,bone_15_16_dx,bone_15_16_dy,bone_15_16_dz,bone_0_17_dx,bone_0_17_dy,bone_0_17_dz,bone_17_18_dx,bone_17_18_dy,bone_17_18_dz,bone_18_19_dx,bone_18_19_dy,bone_18_19_dz,bone_19_20_dx,bone_19_20_dy,bone_19_20_dz
C,hand2_c_bot_seg_3_cropped.jpeg,Right,0.7875,400,400,0.310217,0.346421,2e-06,0.403151,0.267076,-0.058669,0.497991,0.177797,-0.084466,0.604589,0.157542,-0.100883,0.696431,0.160386,-0.111234,0.442475,0.027742,-0.023382,0.6086,0.052397,-0.054413,0.699892,0.099313,-0.087748,0.763572,0.142854,-0.109965,0.42558,0.07353,-0.005626,0.591714,0.090198,-0.033128,0.691226,0.128699,-0.061851,0.775753,0.166155,-0.082009,0.412448,0.138993,0.004058,0.558417,0.146622,-0.02124,0.657962,0.166521,-0.040958,0.737885,0.191078,-0.052677,0.403777,0.215594,0.008639,0.510947,0.212463,-0.005369,0.579731,0.209738,-0.010755,0.636508,0.208284,-0.012989,0.0,0.0,0.0,0.199627,-0.170438,-0.126027,0.403351,-0.362215,-0.181443,0.632329,-0.405725,-0.216708,0.829611,-0.399616,-0.23894,0.284099,-0.684544,-0.050229,0.640946,-0.631583,-0.116886,0.837046,-0.530804,-0.188492,0.973833,-0.437274,-0.236214,0.247807,-0.586187,-0.012088,0.604672,-0.550383,-0.071164,0.818431,-0.46768,-0.132864,1.0,-0.387223,-0.176163,0.219598,-0.445568,0.008714,0.533149,-0.429182,-0.045628,0.746978,-0.386437,-0.087985,0.918658,-0.333686,-0.113158,0.200971,-0.281026,0.018554,0.43118,-0.287751,-0.011537,0.578933,-0.293604,-0.023107,0.700893,-0.296728,-0.027905,0.092934,-0.079345,-0.05867,0.094841,-0.089279,-0.025798,0.106597,-0.020255,-0.016417,0.091842,0.002844,-0.01035,0.132258,-0.31868,-0.023383,0.166125,0.024655,-0.031031,0.091292,0.046917,-0.033335,0.063679,0.043541,-0.022216,0.115363,-0.272891,-0.005627,0.166133,0.016668,-0.027502,0.099512,0.038501,-0.028724,0.084527,0.037456,-0.020158,0.102231,-0.207428,0.004056,0.145969,0.007628,-0.025298,0.099545,0.019899,-0.019719,0.079923,0.024558,-0.011719,0.093559,-0.130828,0.008638,0.10717,-0.003131,-0.014008,0.068784,-0.002724,-0.005386,0.056777,-0.001454,-0.002234
C,hand2_c_bot_seg_4_cropped.jpeg,Right,0.9596,400,400,0.339311,0.693947,2e-06,0.542726,0.635341,0.117279,0.652334,0.536954,0.137651,0.759552,0.453161,0.110702,0.857419,0.344219,0.07972,0.405618,0.312101,0.221283,0.501395,0.149011,0.226604,0.638717,0.135494,0.207386,0.733582,0.170377,0.191258,0.351496,0.282127,0.115889,0.474752,0.06053,0.101249,0.640158,0.061226,0.0644,0.751199,0.136783,0.043554,0.319088,0.274522,0.005379,0.431545,0.043177,-0.013552,0.603879,0.047941,-0.023484,0.712456,0.112913,-0.02764,0.322696,0.299276,-0.100528,0.461952,0.141206,-0.113003,0.606092,0.137517,-0.105873,0.706548,0.170028,-0.099847,0.0,0.0,0.0,0.312576,-0.090056,0.180213,0.481004,-0.241241,0.211517,0.64576,-0.370001,0.170106,0.796147,-0.537406,0.122498,0.10189,-0.586759,0.340029,0.249065,-0.837372,0.348206,0.46008,-0.858143,0.318675,0.605854,-0.804539,0.293893,0.018724,-0.63282,0.178076,0.208124,-0.973335,0.15558,0.462294,-0.972265,0.098957,0.632925,-0.856162,0.066925,-0.031075,-0.644506,0.008263,0.141731,-1.0,-0.020828,0.406546,-0.99268,-0.036089,0.57339,-0.89284,-0.042476,-0.025531,-0.606468,-0.154479,0.188455,-0.849365,-0.173648,0.409946,-0.855034,-0.162692,0.564312,-0.805076,-0.153432,0.203415,-0.058606,0.117277,0.109608,-0.098387,0.020371,0.107218,-0.083793,-0.026949,0.097867,-0.108942,-0.030982,0.066307,-0.381845,0.221281,0.095777,-0.163091,0.005321,0.137322,-0.013517,-0.019218,0.094865,0.034884,-0.016127,0.012185,-0.41182,0.115887,0.123256,-0.221597,-0.01464,0.165406,0.000696,-0.036849,0.111041,0.075557,-0.020846,-0.020223,-0.419425,0.005378,0.112457,-0.231345,-0.018932,0.172333,0.004763,-0.009931,0.108577,0.064973,-0.004157,-0.016615,-0.394671,-0.10053,0.139256,-0.15807,-0.012475,0.14414,-0.003689,0.00713,0.100456,0.032511,0.006026
C,hand2_c_dif_seg_1_cropped.jpeg,Right,0.974,400,400,0.289638,0.422939,1e-06,0.397838,0.342657,-0.004955,0.496196,0.238869,-0.025665,0.59823,0.183263,-0.050699,0.684087,0.150247,-0.071329,0.442185,0.030841,-0.009806,0.610071,0.056296,-0.057766,0.714044,0.098055,-0.099545,0.786373,0.140517,-0.128508,0.418039,0.030295,-0.033482,0.605037,0.059304,-0.080341,0.71739,0.106681,-0.109374,0.803652,0.156947,-0.12854,0.401542,0.07302,-0.061783,0.580145,0.080709,-0.110581,0.696865,0.118698,-0.132211,0.785212,0.162237,-0.143073,0.397588,0.150487,-0.090875,0.540412,0.158189,-0.130893,0.627938,0.1804,-0.14608,0.699935,0.204477,-0.153476,0.0,0.0,0.0,0.2105,-0.156186,-0.009642,0.401854,-0.358104,-0.049933,0.600357,-0.466284,-0.098636,0.767391,-0.530516,-0.13877,0.296776,-0.762816,-0.019079,0.623395,-0.713294,-0.112385,0.82567,-0.632053,-0.193665,0.966385,-0.549444,-0.250011,0.249802,-0.763878,-0.06514,0.613601,-0.707443,-0.156304,0.83218,-0.615272,-0.212787,1.0,-0.51748,-0.250074,0.217707,-0.680759,-0.1202,0.565174,-0.6658,-0.215135,0.79225,-0.591894,-0.257215,0.964126,-0.507188,-0.278347,0.210014,-0.530048,-0.176798,0.487874,-0.515063,-0.25465,0.658154,-0.471854,-0.284198,0.798222,-0.425013,-0.298586,0.1082,-0.080282,-0.004956,0.098359,-0.103789,-0.02071,0.102033,-0.055606,-0.025034,0.085858,-0.033016,-0.02063,0.152547,-0.392098,-0.009807,0.167887,0.025455,-0.047961,0.103972,0.041759,-0.041779,0.072329,0.042462,-0.028963,0.128402,-0.392644,-0.033483,0.186998,0.029009,-0.046859,0.112353,0.047377,-0.029033,0.086262,0.050267,-0.019166,0.111905,-0.34992,-0.061784,0.178603,0.007689,-0.048798,0.11672,0.037989,-0.02163,0.088347,0.04354,-0.010862,0.10795,-0.272452,-0.090877,0.142824,0.007702,-0.040017,0.087526,0.02221,-0.015188,0.071997,0.024077,-0.007396
C,hand2_c_dif_seg_2_cropped.jpeg,Right,0.9761,400,400,0.290387,0.427478,1e-06,0.413986,0.353464,-0.013891,0.517298,0.2477,-0.032125,0.626112,0.205711,-0.053986,0.721422,0.194206,-0.069924,0.469579,0.028424,0.004652,0.644661,0.064784,-0.042299,0.75289,0.116586,-0.087642,0.829413,0.165184,-0.11918,0.450561,0.038864,-0.014524,0.646544,0.070176,-0.062164,0.762627,0.12562,-0.098097,0.850037,0.181657,-0.120585,0.436787,0.089794,-0.040021,0.616747,0.10523,-0.08855,0.736188,0.150841,-0.113857,0.824884,0.199153,-0.125445,0.431236,0.174449,-0.067432,0.577075,0.184608,-0.104587,0.665101,0.208696,-0.11833,0.736575,0.235326,-0.123682,0.0,0.0,0.0,0.220849,-0.132252,-0.024824,0.405451,-0.321233,-0.057404,0.599883,-0.396261,-0.096467,0.770186,-0.416819,-0.124946,0.320185,-0.713042,0.00831,0.633027,-0.648073,-0.075584,0.826415,-0.555512,-0.156603,0.963147,-0.468676,-0.212958,0.286204,-0.694387,-0.025955,0.636392,-0.638439,-0.111079,0.843813,-0.53937,-0.175285,1.0,-0.439241,-0.215467,0.261591,-0.603384,-0.071513,0.58315,-0.575803,-0.158225,0.796571,-0.494305,-0.203445,0.955055,-0.407978,-0.224151,0.251672,-0.45212,-0.120492,0.512262,-0.433968,-0.186883,0.66955,-0.390927,-0.211439,0.797262,-0.343343,-0.221001,0.123598,-0.074015,-0.013892,0.103312,-0.105763,-0.018234,0.108814,-0.041989,-0.021861,0.09531,-0.011505,-0.015938,0.179192,-0.399054,0.00465,0.175082,0.03636,-0.046951,0.10823,0.051802,-0.045342,0.076522,0.048598,-0.031539,0.160174,-0.388614,-0.014526,0.195983,0.031311,-0.04764,0.116083,0.055444,-0.035933,0.08741,0.056037,-0.022488,0.1464,-0.337684,-0.040022,0.17996,0.015436,-0.048529,0.119441,0.04561,-0.025307,0.088696,0.048313,-0.011588,0.140848,-0.253029,-0.067433,0.145839,0.010159,-0.037155,0.088026,0.024088,-0.013743,0.071474,0.02663,-0.005352
C,hand2_c_dif_seg_3_cropped.jpeg,Left,0.6546,400,400,0.317667,0.383402,2e-06,0.383051,0.303594,-0.089802,0.488515,0.216121,-0.118935,0.621911,0.203671,-0.132677,0.733112,0.217227,-0.136867,0.487417,0.031686,-0.010111,0.6627,0.066057,-0.033561,0.758133,0.12691,-0.068141,0.820059,0.176898,-0.092262,0.498918,0.058184,0.027685,0.669799,0.085998,0.003919,0.767456,0.136072,-0.032482,0.844886,0.187134,-0.057229,0.506557,0.107074,0.053033,0.656981,0.122148,0.029537,0.753829,0.15637,-0.002201,0.833559,0.197967,-0.021457,0.515849,0.177234,0.070061,0.64016,0.180696,0.05241,0.714855,0.196678,0.035625,0.780185,0.217685,0.026571,0.0,0.0,0.0,0.124016,-0.151375,-0.170335,0.324055,-0.317288,-0.225593,0.577073,-0.340904,-0.251657,0.787993,-0.315191,-0.259604,0.321971,-0.667115,-0.01918,0.65444,-0.601922,-0.063659,0.835452,-0.486499,-0.129249,0.952909,-0.391684,-0.175,0.343787,-0.616856,0.052508,0.667904,-0.564099,0.007431,0.853135,-0.469122,-0.061614,1.0,-0.37227,-0.108552,0.358275,-0.524124,0.100586,0.643592,-0.495532,0.056021,0.827288,-0.430622,-0.004178,0.978515,-0.351722,-0.040701,0.3759,-0.391049,0.132885,0.611686,-0.384481,0.099405,0.753364,-0.354168,0.067568,0.877278,-0.314322,0.050395,0.065383,-0.079808,-0.089804,0.105465,-0.087473,-0.029133,0.133396,-0.012451,-0.013742,0.111201,0.013556,-0.00419,0.169749,-0.351716,-0.010112,0.175284,0.034371,-0.02345,0.095433,0.060853,-0.034581,0.061926,0.049988,-0.02412,0.181251,-0.325218,0.027683,0.170881,0.027814,-0.023765,0.097657,0.050073,-0.036402,0.07743,0.051062,-0.024747,0.18889,-0.276328,0.053031,0.150424,0.015074,-0.023495,0.096848,0.034222,-0.031739,0.07973,0.041597,-0.019256,0.198182,-0.206168,0.07006,0.124311,0.003463,-0.017651,0.074695,0.015982,-0.016785,0.06533,0.021007,-0.009054
C,hand2_c_dif_seg_4_cropped.jpeg,Right,0.9913,400,400,0.283314,0.464965,1e-06,0.445731,0.385875,0.001642,0.566196,0.281979,-0.027155,0.674783,0.221794,-0.064299,0.774631,0.173111,-0.10087,0.488839,0.050121,-0.037342,0.657015,0.081929,-0.110018,0.77165,0.127711,-0.166101,0.854999,0.178607,-0.204169,0.448621,0.048666,-0.077771,0.645736,0.07067,-0.15281,0.770191,0.127492,-0.195033,0.859632,0.192544,-0.221467,0.412278,0.097538,-0.121886,0.601251,0.085888,-0.19851,0.733163,0.13412,-0.228562,0.82922,0.191994,-0.241728,0.384241,0.183935,-0.164954,0.528807,0.181605,-0.231258,0.634732,0.203779,-0.257751,0.719461,0.233989,-0.270894,0.0,0.0,0.0,0.281819,-0.137234,0.002846,0.490843,-0.317509,-0.047121,0.679259,-0.42194,-0.11157,0.85251,-0.506411,-0.175027,0.356618,-0.719819,-0.064797,0.648429,-0.664627,-0.1909,0.847338,-0.585187,-0.288213,0.991962,-0.496875,-0.354267,0.286833,-0.722344,-0.134946,0.628858,-0.684162,-0.265152,0.844807,-0.585569,-0.338416,1.0,-0.472692,-0.384281,0.223772,-0.637543,-0.211493,0.551669,-0.657757,-0.344448,0.780558,-0.574067,-0.396593,0.947231,-0.473647,-0.419438,0.175124,-0.48763,-0.286223,0.425969,-0.491674,-0.40127,0.609764,-0.453198,-0.44724,0.756782,-0.40078,-0.470046,0.162417,-0.07909,0.00164,0.120464,-0.103896,-0.028797,0.108587,-0.060185,-0.037144,0.099848,-0.048683,-0.036571,0.205525,-0.414844,-0.037344,0.168176,0.031808,-0.072675,0.114634,0.045782,-0.056083,0.083349,0.050896,-0.038068,0.165307,-0.416299,-0.077772,0.197115,0.022005,-0.07504,0.124455,0.056821,-0.042223,0.089441,0.065053,-0.026433,0.128964,-0.367427,-0.121887,0.188973,-0.01165,-0.076624,0.131912,0.048232,-0.030052,0.096057,0.057874,-0.013166,0.100927,-0.28103,-0.164956,0.144566,-0.00233,-0.066303,0.105924,0.022174,-0.026493,0.084729,0.030209,-0.013143
C,hand2_c_left_seg_1_cropped.jpeg,Right,0.961,400,400,0.320773,0.395902,1e-06,0.422297,0.322007,-0.015898,0.517373,0.235108,-0.037893,0.631384,0.213008,-0.062795,0.727072,0.213691,-0.082637,0.486659,0.024702,-0.000659,0.654957,0.063924,-0.036647,0.745542,0.127256,-0.072237,0.80322,0.182375,-0.095882,0.471466,0.041771,-0.013827,0.655687,0.076254,-0.048895,0.749565,0.142611,-0.075904,0.813445,0.207874,-0.091843,0.459718,0.094167,-0.031694,0.629201,0.113621,-0.065185,0.727289,0.167955,-0.082678,0.796033,0.223608,-0.089838,0.452321,0.17486,-0.051381,0.593059,0.182088,-0.075099,0.676518,0.208266,-0.081212,0.740652,0.23912,-0.080942,0.0,0.0,0.0,0.206067,-0.149988,-0.032272,0.399048,-0.326372,-0.076915,0.630461,-0.371228,-0.127461,0.824684,-0.369841,-0.167734,0.336706,-0.753443,-0.00134,0.678309,-0.673832,-0.074387,0.862174,-0.545283,-0.146625,0.979245,-0.433407,-0.194619,0.305869,-0.718797,-0.028068,0.67979,-0.648804,-0.099248,0.870339,-0.514116,-0.154069,1.0,-0.381649,-0.186421,0.282022,-0.612446,-0.064333,0.626031,-0.572959,-0.132311,0.825124,-0.462674,-0.167818,0.964656,-0.349713,-0.18235,0.267009,-0.44866,-0.104293,0.552672,-0.433988,-0.152435,0.722072,-0.380854,-0.164842,0.852247,-0.318227,-0.164295,0.101524,-0.073895,-0.0159,0.095076,-0.086899,-0.021995,0.114011,-0.0221,-0.024902,0.095688,0.000683,-0.019842,0.165886,-0.3712,-0.00066,0.168298,0.039222,-0.035988,0.090585,0.063332,-0.03559,0.057678,0.055119,-0.023645,0.150693,-0.354131,-0.013828,0.184221,0.034484,-0.035068,0.093878,0.066357,-0.027009,0.063881,0.065262,-0.015939,0.138944,-0.301735,-0.031695,0.169484,0.019454,-0.033491,0.098088,0.054334,-0.017493,0.068744,0.055653,-0.00716,0.131548,-0.221042,-0.051382,0.140738,0.007229,-0.023718,0.083459,0.026177,-0.006112,0.064133,0.030855,0.00027
C,hand2_c_left_seg_2_cropped.jpeg,Right,0.9958,400,400,0.308516,0.437611,1e-06,0.449828,0.364558,0.007172,0.517013,0.258181,-0.011563,0.577791,0.186439,-0.040854,0.646633,0.146865,-0.070956,0.484244,0.116469,-0.021092,0.61977,0.097331,-0.091986,0.713775,0.145454,-0.144843,0.781964,0.204423,-0.176298,0.445776,0.10413,-0.058937,0.607947,0.071179,-0.130717,0.710024,0.140338,-0.17346,0.768782,0.217852,-0.1964,0.398055,0.11829,-0.100056,0.547901,0.058954,-0.172089,0.648554,0.135626,-0.199769,0.706091,0.218147,-0.208257,0.342034,0.156779,-0.139425,0.443692,0.121617,-0.198928,0.5291,0.157878,-0.219704,0.589226,0.207879,-0.226997,0.0,0.0,0.0,0.298473,-0.154301,0.015145,0.440381,-0.378986,-0.024425,0.568754,-0.530517,-0.086292,0.714158,-0.614105,-0.149872,0.371166,-0.678306,-0.044551,0.65742,-0.718729,-0.194291,0.855974,-0.617085,-0.305935,1.0,-0.492531,-0.372372,0.289916,-0.704367,-0.124487,0.632447,-0.773965,-0.276099,0.848051,-0.62789,-0.366378,0.972159,-0.464167,-0.414831,0.18912,-0.67446,-0.211337,0.505621,-0.799788,-0.363483,0.718217,-0.637843,-0.421948,0.839745,-0.463545,-0.439877,0.070794,-0.593165,-0.294492,0.285515,-0.667433,-0.420171,0.46591,-0.590844,-0.464054,0.592907,-0.485234,-0.479459,0.141311,-0.073053,0.007171,0.067186,-0.106377,-0.018735,0.060778,-0.071742,-0.02929,0.068841,-0.039575,-0.030102,0.175727,-0.321142,-0.021093,0.135527,-0.019139,-0.070894,0.094005,0.048123,-0.052858,0.068188,0.05897,-0.031454,0.13726,-0.333481,-0.058938,0.162171,-0.032951,-0.07178,0.102077,0.069159,-0.042743,0.058758,0.077514,-0.02294,0.089538,-0.319321,-0.100057,0.149847,-0.059336,-0.072033,0.100653,0.076672,-0.02768,0.057537,0.082521,-0.008488,0.033517,-0.280832,-0.139426,0.101659,-0.035162,-0.059502,0.085408,0.036261,-0.020776,0.060126,0.050001,-0.007293
C,hand2_c_left_seg_3_cropped.jpeg,Right,0.9948,400,400,0.292079,0.405202,1e-06,0.432714,0.32532,0.026709,0.508146,0.227366,0.014645,0.577164,0.178205,-0.010572,0.637272,0.168985,-0.034492,0.452217,0.031163,0.003577,0.60608,0.07105,-0.048388,0.699241,0.132711,-0.091867,0.762256,0.193869,-0.120092,0.425313,0.032229,-0.039499,0.610842,0.070355,-0.091171,0.70509,0.148126,-0.120296,0.761032,0.219093,-0.136848,0.403938,0.070809,-0.083594,0.582277,0.083144,-0.134248,0.674628,0.162569,-0.148338,0.726647,0.230415,-0.151307,0.387615,0.137062,-0.125609,0.52512,0.156827,-0.160816,0.600067,0.207281,-0.163636,0.647337,0.252506,-0.160973,0.0,0.0,0.0,0.299112,-0.169898,0.056804,0.459545,-0.378233,0.031145,0.606336,-0.48279,-0.022488,0.734178,-0.5024,-0.073363,0.340592,-0.795527,0.007606,0.667837,-0.710693,-0.102917,0.865977,-0.57955,-0.195391,1.0,-0.449475,-0.25542,0.28337,-0.793262,-0.08401,0.677964,-0.712173,-0.193911,0.878417,-0.546764,-0.255855,0.997397,-0.395827,-0.291058,0.237909,-0.711208,-0.177795,0.617211,-0.684973,-0.285529,0.813629,-0.516046,-0.315497,0.924265,-0.371748,-0.32181,0.203192,-0.570295,-0.267155,0.495646,-0.528258,-0.342036,0.655048,-0.42095,-0.348033,0.755585,-0.324762,-0.342369,0.140636,-0.079882,0.026708,0.075432,-0.097954,-0.012064,0.069018,-0.04916,-0.025217,0.060109,-0.00922,-0.02392,0.160138,-0.374039,0.003576,0.153863,0.039887,-0.051965,0.093161,0.061661,-0.043479,0.063015,0.061158,-0.028225,0.133234,-0.372974,-0.0395,0.185529,0.038126,-0.051673,0.094248,0.077772,-0.029125,0.055942,0.070967,-0.016551,0.111859,-0.334394,-0.083595,0.178339,0.012335,-0.050654,0.092351,0.079426,-0.01409,0.052019,0.067846,-0.002969,0.095536,-0.26814,-0.12561,0.137505,0.019765,-0.035207,0.074947,0.050454,-0.002819,0.04727,0.045226,0.002663
C,hand2_c_left_seg_4_cropped.jpeg,Right,0.9945,400,400,0.296045,0.394848,1e-06,0.425507,0.315576,0.029095,0.505961,0.219498,0.018389,0.578236,0.174086,-0.005998,0.639086,0.163053,-0.028764,0.450146,0.023908,0.008098,0.606484,0.065588,-0.041597,0.697492,0.128597,-0.084189,0.757396,0.192039,-0.111819,0.426731,0.023723,-0.034634,0.612844,0.063903,-0.082443,0.705568,0.138768,-0.110123,0.762126,0.212053,-0.126326,0.409639,0.059578,-0.078361,0.590471,0.083648,-0.123708,0.68187,0.16024,-0.137478,0.736337,0.229378,-0.141657,0.399298,0.124873,-0.120153,0.540988,0.153955,-0.14984,0.615937,0.204367,-0.15182,0.665079,0.250985,-0.149841,0.0,0.0,0.0,0.277767,-0.170081,0.062422,0.450386,-0.376222,0.039453,0.605455,-0.473655,-0.01287,0.736011,-0.497329,-0.061717,0.330631,-0.79587,0.017372,0.666063,-0.706445,-0.08925,0.861325,-0.571255,-0.180633,0.989852,-0.435138,-0.239916,0.280392,-0.796268,-0.074311,0.679707,-0.71006,-0.176887,0.878652,-0.549433,-0.236278,1.0,-0.392196,-0.27104,0.243722,-0.719339,-0.16813,0.631704,-0.667695,-0.265424,0.827807,-0.503362,-0.294968,0.944669,-0.355024,-0.303935,0.221534,-0.579245,-0.257797,0.525537,-0.516847,-0.321492,0.686343,-0.408687,-0.325739,0.791782,-0.308666,-0.321493,0.129462,-0.079272,0.029094,0.080454,-0.096078,-0.010706,0.072275,-0.045412,-0.024387,0.06085,-0.011034,-0.022766,0.154101,-0.37094,0.008097,0.156338,0.041679,-0.049694,0.091008,0.063009,-0.042592,0.059904,0.063442,-0.027631,0.130685,-0.371125,-0.034635,0.186113,0.04018,-0.047809,0.092725,0.074865,-0.027681,0.056558,0.073285,-0.016202,0.113594,-0.33527,-0.078362,0.180831,0.02407,-0.045347,0.0914,0.076592,-0.01377,0.054467,0.069137,-0.004179,0.103253,-0.269975,-0.120154,0.14169,0.029082,-0.029687,0.074949,0.050411,-0.00198,0.049143,0.046618,0.001979
C,hand2_c_left_seg_5_cropped.jpeg,Right,0.9793,400,400,0.292123,0.371408,1e-06,0.430805,0.301438,0.020811,0.515429,0.207547,0.005934,0.591624,0.171687,-0.021807,0.654872,0.172634,-0.047853,0.463552,0.015042,-0.004115,0.630366,0.060564,-0.058841,0.719189,0.135319,-0.10216,0.770936,0.2045,-0.129204,0.439722,0.023841,-0.04427,0.63082,0.062823,-0.099604,0.720667,0.149286,-0.128417,0.768252,0.227023,-0.143326,0.422451,0.066703,-0.08591,0.609259,0.085294,-0.138192,0.695257,0.171752,-0.148689,0.739752,0.244652,-0.148022,0.41169,0.138381,-0.126013,0.559069,0.157812,-0.161904,0.626237,0.211641,-0.161383,0.663009,0.259019,-0.154988,0.0,0.0,0.0,0.289638,-0.146132,0.043462,0.466375,-0.342224,0.012392,0.625507,-0.417117,-0.045545,0.757599,-0.415139,-0.099943,0.358029,-0.74427,-0.008596,0.706418,-0.649197,-0.122892,0.891927,-0.493071,-0.213363,1.0,-0.348586,-0.269844,0.30826,-0.725893,-0.092459,0.707368,-0.64448,-0.208024,0.895013,-0.463903,-0.2682,0.994393,-0.301547,-0.299339,0.27219,-0.636375,-0.179424,0.662338,-0.597548,-0.288616,0.841944,-0.416981,-0.310538,0.934873,-0.26473,-0.309145,0.249715,-0.486676,-0.263179,0.557517,-0.446095,-0.338138,0.697796,-0.333673,-0.33705,0.774594,-0.234724,-0.323694,0.138682,-0.06997,0.02081,0.084624,-0.093892,-0.014877,0.076194,-0.03586,-0.027741,0.063248,0.000947,-0.026046,0.171429,-0.356366,-0.004116,0.166814,0.045522,-0.054726,0.088824,0.074756,-0.043319,0.051747,0.069181,-0.027044,0.147599,-0.347567,-0.044271,0.191098,0.038981,-0.055334,0.089847,0.086463,-0.028813,0.047585,0.077738,-0.01491,0.130328,-0.304705,-0.085911,0.186808,0.018591,-0.052283,0.085998,0.086458,-0.010496,0.044496,0.0729,0.000667,0.119567,-0.233027,-0.126014,0.14738,0.019431,-0.035891,0.067168,0.053829,0.000521,0.036771,0.047378,0.006395
